   idx  dphi_idx  deta_idx               dphi_val               deta_val                 inv_dr_sq  inv_dr_sq_rounded  inv_dr_sq_fw_lut
    53        53         0     2.3125612588924866                    0.0       0.18698790174506197            0.18699             18699
    54        54         0      2.356194490192345                    0.0       0.18012654869748937            0.18013             18013
    55        55         0      2.399827721492203                    0.0       0.17363603834772862            0.17364             17364
    56        56         0      2.443460952792061                    0.0        0.1674901198985584            0.16749             16749
    57        57         0     2.4870941840919194                    0.0        0.1616648248697689            0.16166             16166
    58        58         0      2.530727415391778                    0.0        0.1561382330564444            0.15614             15614
    59        59         0      2.574360646691636                    0.0        0.1508902660160526            0.15089             15089
    60        60         0      2.617993877991494                    0.0       0.14590250444496644             0.1459             14590
    61        61         0     2.6616271092913526                    0.0       0.14115802633751115            0.14116             14116
    62        62         0      2.705260340591211                    0.0        0.1366412632679186            0.13664             13664
    63        63         0      2.748893571891069                    0.0       0.13233787251244117            0.13234             13234
    64         0         1                    0.0                 0.0435         528.4713964856653           528.4714          52847140
    65         1         1    0.04363323129985824                 0.0435         263.4276395329067          263.42764          26342764
    66         2         1    0.08726646259971647                 0.0435        105.17806889603568          105.17807          10517807
    67         3         1     0.1308996938995747                 0.0435        52.556948459512654           52.55695           5255695
    68         4         1    0.17453292519943295                 0.0435         30.90808703480062           30.90809           3090809
    69         5         1     0.2181661564992912                 0.0435        20.206624111231843           20.20662           2020662
    70         6         1     0.2617993877991494                 0.0435        14.198259205129098           14.19826           1419826
    71         7         1    0.30543261909900765                 0.0435        10.506261569030913           10.50626           1050626
    72         8         1     0.3490658503988659                 0.0435         8.081512206497758            8.08151            808151
    73         9         1    0.39269908169872414                 0.0435         6.405952153805392            6.40595            640595
    74        10         1     0.4363323129985824                 0.0435        5.2007992884438226             5.2008            520080
    75        11         1    0.47996554429844057                 0.0435        4.3055349935614675            4.30553            430553
    76        12         1     0.5235987755982988                 0.0435         3.622559343011605            3.62256            362256
    77        13         1     0.5672320068981571                 0.0435        3.0898109192753744            3.08981            308981
    78        14         1     0.6108652381980153                 0.0435         2.666321187955466            2.66632            266632
    79        15         1     0.6544984694978735                 0.0435        2.3241733971864886            2.32417            232417
    80        16         1     0.6981317007977318                 0.0435        2.0438189816701495            2.04382            204382
    81        17         1     0.7417649320975901                 0.0435        1.8112415866795057            1.81124            181124
    82        18         1     0.7853981633974483                 0.0435         1.616181140757963            1.61618            161618
    83        19         1     0.8290313946973065                 0.0435         1.450988573139461            1.45099            145099
    84        20         1     0.8726646259971648                 0.0435        1.3098678378698756            1.30987            130987
    85        21         1     0.9162978572970231                 0.0435         1.188362583940098            1.18836            118836
    86        22         1     0.9599310885968811                 0.0435        1.0830012776407136              1.083            108300
    87        23         1     1.0035643198967394                 0.0435        0.9910472810598168            0.99105             99105
    88        24         1     1.0471975511965976                 0.0435        0.9103198730023201            0.91032             91032
    89        25         1      1.090830782496456                 0.0435        0.8390641090044608            0.83906             83906
    90        26         1     1.1344640137963142                 0.0435        0.7758548697419928            0.77585             77585
    91        27         1     1.1780972450961724                 0.0435        0.7195252100581405            0.71953             71953
    92        28         1     1.2217304763960306                 0.0435        0.6691122241360089            0.66911             66911
    93        29         1      1.265363707695889                 0.0435        0.6238157004144568            0.62382             62382
    94        30         1      1.308996938995747                 0.0435        0.5829662271557035            0.58297             58297
    95        31         1     1.3526301702956054                 0.0435        0.5460003589044473              0.546             54600
    96        32         1     1.3962634015954636                 0.0435        0.5124411128165026            0.51244             51244
    97        33         1      1.439896632895322                 0.0435        0.4818825268847941            0.48188             48188
    98        34         1     1.4835298641951802                 0.0435       0.45397734153083613            0.45398             45398
    99        35         1     1.5271630954950384                 0.0435          0.42842710306471            0.42843             42843
   100        36         1     1.5707963267948966                 0.0435       0.40497415987035706            0.40497             40497
   101        37         1     1.6144295580947547                 0.0435        0.3833951487392447             0.3834             38340
   102        38         1      1.658062789394613                 0.0435        0.3634956625845426             0.3635             36350
   103        39         1     1.7016960206944711                 0.0435        0.3451058609079754            0.34511             34511
   104        40         1     1.7453292519943295                 0.0435        0.3280768372683475            0.32808             32808
   105        41         1     1.7889624832941875                 0.0435       0.31227759817478157            0.31228             31228
   106        42         1     1.8325957145940461                 0.0435       0.29759253857626344            0.29759             29759
   107        43         1      1.876228945893904                 0.0435         0.283919322818376            0.28392             28392
   108        44         1     1.9198621771937623                 0.0435       0.27116709832559416            0.27117             27117
   109        45         1     1.9634954084936207                 0.0435        0.2592549836238732            0.25925             25925
   110        46         1      2.007128639793479                 0.0435       0.24811078359454708            0.24811             24811
   111        47         1     2.0507618710933375                 0.0435       0.23766989375828673            0.23767             23767
   112        48         1     2.0943951023931953                 0.0435       0.22787436246294027            0.22787             22787
   113        49         1     2.1380283336930535                 0.0435       0.21867208549780945            0.21867             21867
   114        50         1      2.181661564992912                 0.0435        0.2100161121893293            0.21002             21002
   115        51         1     2.2252947962927703                 0.0435       0.20186404568711908            0.20186             20186
   116        52         1     2.2689280275926285                 0.0435       0.19417752310866257            0.19418             19418
   117        53         1     2.3125612588924866                 0.0435       0.18692176361799995            0.18692             18692
   118        54         1      2.356194490192345                 0.0435        0.1800651744800097            0.18007             18007
   119        55         1      2.399827721492203                 0.0435        0.1735790067443687            0.17358             17358
   120        56         1      2.443460952792061                 0.0435         0.167437053540834            0.16744             16744
   121        57         1     2.4870941840919194                 0.0435        0.1616153850645184            0.16162             16162
   122        58         1      2.530727415391778                 0.0435        0.1560921152396058            0.15609             15609
   123        59         1      2.574360646691636                 0.0435       0.15084719580704137            0.15085             15085
   124        60         1      2.617993877991494                 0.0435       0.14586223421384842            0.14586             14586
   125        61         1     2.6616271092913526                 0.0435       0.14112033221119988            0.14112             14112
   126        62         1      2.705260340591211                 0.0435       0.13660594251323055            0.13661             13661
   127        63         1      2.748893571891069                 0.0435       0.13230474124347202             0.1323             13230
   128         0         2                    0.0                  0.087        132.11784912141633          132.11785          13211785
   129         1         2    0.04363323129985824                  0.087        105.56475223966909          105.56475          10556475
   130         2         2    0.08726646259971647                  0.087         65.85690988322668           65.85691           6585691
   131         3         2     0.1308996938995747                  0.087         40.47971725507144           40.47972           4047972
   132         4         2    0.17453292519943295                  0.087         26.29451722400892           26.29452           2629452
   133         5         2     0.2181661564992912                  0.087        18.127280826492957           18.12728           1812728
   134         6         2     0.2617993877991494                  0.087        13.139237114878163           13.13924           1313924
   135         7         2    0.30543261909900765                  0.087         9.914921564166251            9.91492            991492
   136         8         2     0.3490658503988659                  0.087         7.727021758700155            7.72702            772702
   137         9         2    0.39269908169872414                  0.087         6.181173835939757            6.18117            618117
   138        10         2     0.4363323129985824                  0.087         5.051656027807961            5.05166            505166
   139        11         2    0.47996554429844057                  0.087         4.202812187382315            4.20281            420281
   140        12         2     0.5235987755982988                  0.087        3.5495648012822745            3.54956            354956
   141        13         2     0.5672320068981571                  0.087         3.036549584087357            3.03655            303655
   142        14         2     0.6108652381980153                  0.087        2.6265653922577283            2.62657            262657
   143        15         2     0.6544984694978735                  0.087           2.2939081435608            2.29391            229391
   144        16         2     0.6981317007977318                  0.087        2.0203780516244394            2.02038            202038
   145        17         2     0.7417649320975901                  0.087        1.7928079963947954            1.79281            179281
   146        18         2     0.7853981633974483                  0.087         1.601488038451348            1.60149            160149
   147        19         2     0.8290313946973065                  0.087         1.439134566517082            1.43913            143913
   148        20         2     0.8726646259971648                  0.087        1.3001998221109556             1.3002            130020
   149        21         2     0.9162978572970231                  0.087        1.1803995644513157             1.1804            118040
   150        22         2     0.9599310885968811                  0.087        1.0763837483903669            1.07638            107638
   151        23         2     1.0035643198967394                  0.087        0.9855029129698678             0.9855             98550
   152        24         2     1.0471975511965976                  0.087        0.9056398357529013            0.90564             90564
   153        25         2      1.090830782496456                  0.087        0.8350864609314936            0.83509             83509
   154        26         2     1.1344640137963142                  0.087        0.7724527298188436            0.77245             77245
   155        27         2     1.1780972450961724                  0.087        0.7165982182458714             0.7166             71660
   156        28         2     1.2217304763960306                  0.087        0.6665802969888664            0.66658             66658
   157        29         2      1.265363707695889                  0.087        0.6216144110063545            0.62161             62161
   158        30         2      1.308996938995747                  0.087        0.5810433492966222            0.58104             58104
   159        31         2     1.3526301702956054                  0.087        0.5443132558651805            0.54431             54431
   160        32         2     1.3962634015954636                  0.087        0.5109547454175374            0.51095             51095
   161        33         2      1.439896632895322                  0.087         0.480567920538478            0.48057             48057
   162        34         2     1.4835298641951802                  0.087       0.45281039666987644            0.45281             45281
   163        35         2     1.5271630954950384                  0.087        0.4273876648263599            0.42739             42739
   164        36         2     1.5707963267948966                  0.087       0.40404528518949073            0.40405             40405
   165        37         2     1.6144295580947547                  0.087        0.3825625249654516            0.38256             38256
   166        38         2      1.658062789394613                  0.087       0.36274714328486524            0.36275             36275
   167        39         2     1.7016960206944711                  0.087       0.34443109294714275            0.34443             34443
   168        40         2     1.7453292519943295                  0.087        0.3274669594674689            0.32747             32747
   169        41         2     1.7889624832941875                  0.087        0.3117249964606692            0.31172             31172
   170        42         2     1.8325957145940461                  0.087        0.2970906459850245            0.29709             29709
   171        43         2      1.876228945893904                  0.087        0.2834624553196203            0.28346             28346
   172        44         2     1.9198621771937623                  0.087        0.2707503194101784            0.27075             27075
   173        45         2     1.9634954084936207                  0.087        0.2588739921093016            0.25887             25887
   174        46         2      2.007128639793479                  0.087        0.2477618202649542            0.24776             24776
   175        47         2     2.0507618710933375                  0.087       0.23734966335613886            0.23735             23735
   176        48         2     2.0943951023931953                  0.087       0.22757996825058002            0.22758             22758
   177        49         2     2.1380283336930535                  0.087       0.21840097415586543             0.2184             21840
   178        50         2      2.181661564992912                  0.087        0.2097660272511152            0.20977             20977
   179        51         2     2.2252947962927703                  0.087       0.20163298805004107            0.20163             20163
   180        52         2     2.2689280275926285                  0.087        0.1939637174354982            0.19396             19396
   181        53         2     2.3125612588924866                  0.087       0.18672362965807168            0.18672             18672
   182        54         2      2.356194490192345                  0.087       0.17988130251453513            0.17988             17988
   183        55         2      2.399827721492203                  0.087       0.17340813650070738            0.17341             17341
   184        56         2      2.443460952792061                  0.087       0.16727805603400223            0.16728             16728
   185        57         2     2.4870941840919194                  0.087         0.161467246916687            0.16147             16147
   186        58         2      2.530727415391778                  0.087        0.1559539251036142            0.15595             15595
   187        59         2      2.574360646691636                  0.087       0.15071813258162328            0.15072             15072
   188        60         2      2.617993877991494                  0.087       0.14574155678892586            0.14574             14574
   189        61         2     2.6616271092913526                  0.087        0.1410073705233688            0.14101             14101
   190        62         2      2.705260340591211                  0.087       0.13650008972611183             0.1365             13650
   191        63         2      2.748893571891069                  0.087        0.1322054468962723            0.13221             13221
   192         0         3                    0.0                 0.1305          58.7190440539628           58.71904           5871904
   193         1         3    0.04363323129985824                 0.1305         52.81473803030542           52.81474           5281474
   194         2         3    0.08726646259971647                 0.1305         40.57505319608001           40.57505           4057505
   195         3         3     0.1308996938995747                 0.1305         29.26973772587852           29.26974           2926974
   196         4         3    0.17453292519943295                 0.1305        21.056181438948915           21.05618           2105618
   197         5         3     0.2181661564992912                 0.1305         15.47347554545418           15.47348           1547348
   198         6         3     0.2617993877991494                 0.1305        11.686452099559522           11.68645           1168645
   199         7         3    0.30543261909900765                 0.1305          9.06459417766775            9.06459            906459
   200         8         3     0.3490658503988659                 0.1305         7.200605074147805            7.20061            720061
   201         9         3    0.39269908169872414                 0.1305          5.83966093994585            5.83966            583966
   202        10         3     0.4363323129985824                 0.1305         4.821225641822125            4.82123            482123
   203        11         3    0.47996554429844057                 0.1305         4.042083363317865            4.04208            404208
   204        12         3     0.5235987755982988                 0.1305        3.4342318927556246            3.43423            343423
   205        13         3     0.5672320068981571                 0.1305         2.951747201253562            2.95175            295175
   206        14         3     0.6108652381980153                 0.1305        2.5628763970362787            2.56288            256288
   207        15         3     0.6544984694978735                 0.1305        2.2451804568035385            2.24518            224518
   208        16         3     0.6981317007977318                 0.1305        1.9824823039893766            1.98248            198248
   209        17         3     0.7417649320975901                 0.1305        1.7629052369762634            1.76291            176291
   210        18         3     0.7853981633974483                 0.1305         1.577584356125455            1.57758            157758
   211        19         3     0.8290313946973065                 0.1305         1.419802518504683             1.4198            141980
   212        20         3     0.8726646259971648                 0.1305        1.2843997584877356             1.2844            128440
   213        21         3     0.9162978572970231                 0.1305          1.16736239655899            1.16736            116736
   214        22         3     0.9599310885968811                 0.1305        1.0655324345486152            1.06553            106553
   215        23         3     1.0035643198967394                 0.1305           0.9763988824652             0.9764             97640
   216        24         3     1.0471975511965976                 0.1305        0.8979458007219732            0.89795             89795
   217        25         3      1.090830782496456                 0.1305        0.8285401965069512            0.82854             82854
   218        26         3     1.1344640137963142                 0.1305        0.7668483197985048            0.76685             76685
   219        27         3     1.1780972450961724                 0.1305        0.7117724615339325            0.71177             71177
   220        28         3     1.2217304763960306                 0.1305        0.6624027330426051             0.6624             66240
   221        29         3      1.265363707695889                 0.1305        0.6179799170234366            0.61798             61798
   222        30         3      1.308996938995747                 0.1305        0.5778665876048694            0.57787             57787
   223        31         3     1.3526301702956054                 0.1305         0.541524467785531            0.54152             54152
   224        32         3     1.3962634015954636                 0.1305        0.5084965355730009             0.5085             50850
   225        33         3      1.439896632895322                 0.1305        0.4783927770623852            0.47839             47839
   226        34         3     1.4835298641951802                 0.1305         0.450878763349323            0.45088             45088
   227        35         3     1.5271630954950384                 0.1305       0.42566643087598105            0.42567             42567
   228        36         3     1.5707963267948966                 0.1305        0.4025065936679561            0.40251             40251
   229        37         3     1.6144295580947547                 0.1305        0.3811828262207116            0.38118             38118
   230        38         3      1.658062789394613                 0.1305        0.3615064382191311            0.36151             36151
   231        39         3     1.7016960206944711                 0.1305       0.34331232436393055            0.34331             34331
   232        40         3     1.7453292519943295                 0.1305        0.3264555197078999            0.32646             32646
   233        41         3     1.7889624832941875                 0.1305        0.3108083269374102            0.31081             31081
   234        42         3     1.8325957145940461                 0.1305       0.29625790977282945            0.29626             29626
   235        43         3      1.876228945893904                 0.1305       0.28270426815458793             0.2827             28270
   236        44         3     1.9198621771937623                 0.1305        0.2700585276395727            0.27006             27006
   237        45         3     1.9634954084936207                 0.1305       0.25824148857627643            0.25824             25824
   238        46         3      2.007128639793479                 0.1305       0.24718239099463288            0.24718             24718
   239        47         3     2.0507618710933375                 0.1305       0.23681785936852826            0.23682             23682
   240        48         3     2.0943951023931953                 0.1305       0.22709099796334994            0.22709             22709
   241        49         3     2.1380283336930535                 0.1305        0.2179506127318126            0.21795             21795
   242        50         3      2.181661564992912                 0.1305        0.2093505399479254            0.20935             20935
   243        51         3     2.2252947962927703                 0.1305       0.20124906518661173            0.20125             20125
   244        52         3     2.2689280275926285                 0.1305       0.19360841903210302            0.19361             19361
   245        53         3     2.3125612588924866                 0.1305        0.1863943381618739            0.18639             18639
   246        54         3      2.356194490192345                 0.1305       0.17957568230644033            0.17958             17958
   247        55         3      2.399827721492203                 0.1305       0.17312409910900087            0.17312             17312
   248        56         3      2.443460952792061                 0.1305       0.16701373016604656            0.16701             16701
   249        57         3     2.4870941840919194                 0.1305       0.16122095257105123            0.16122             16122
   250        58         3      2.530727415391778                 0.1305       0.15572415114833005            0.15572             15572
   251        59         3      2.574360646691636                 0.1305       0.15050351728528888             0.1505             15050
   252        60         3      2.617993877991494                 0.1305       0.14554087087443068            0.14554             14554
   253        61         3     2.6616271092913526                 0.1305        0.1408195023825251            0.14082             14082
   254        62         3      2.705260340591211                 0.1305       0.13632403249018119            0.13632             13632
   255        63         3      2.748893571891069                 0.1305       0.13204028710445537            0.13204             13204
   256         0         4                    0.0                  0.174         33.02946228035408           33.02946           3302946
   257         1         4    0.04363323129985824                  0.174         31.07533827061961           31.07534           3107534
   258         2         4    0.08726646259971647                  0.174        26.391188059917273           26.39119           2639119
   259         3         4     0.1308996938995747                  0.174        21.092271789309965           21.09227           2109227
   260         4         4    0.17453292519943295                  0.174         16.46422747080667           16.46423           1646423
   261         5         4     0.2181661564992912                  0.174         12.84150838351651           12.84151           1284151
   262         6         4     0.2617993877991494                  0.174         10.11992931376786           10.11993           1011993
   263         7         4    0.30543261909900765                  0.174          8.09290101277594             8.0929            809290
   264         8         4     0.3490658503988659                  0.174          6.57362930600223            6.57363            657363
   265         9         4    0.39269908169872414                  0.174         5.420390036538447            5.42039            542039
   266        10         4     0.4363323129985824                  0.174         4.531820206623239            4.53182            453182
   267        11         4    0.47996554429844057                  0.174        3.8366666002352092            3.83667            383667
   268        12         4     0.5235987755982988                  0.174         3.284809278719541            3.28481            328481
   269        13         4     0.5672320068981571                  0.174        2.8406819198835653            2.84068            284068
   270        14         4     0.6108652381980153                  0.174         2.478730391041563            2.47873            247873
   271        15         4     0.6544984694978735                  0.174        2.1803391353266353            2.18034            218034
   272        16         4     0.6981317007977318                  0.174        1.9317554396750387            1.93176            193176
   273        17         4     0.7417649320975901                  0.174        1.7226789571294547            1.72268            172268
   274        18         4     0.7853981633974483                  0.174        1.5452934589849392            1.54529            154529
   275        19         4     0.8290313946973065                  0.174         1.393594101181586            1.39359            139359
   276        20         4     0.8726646259971648                  0.174        1.2629140069519902            1.26291            126291
   277        21         4     0.9162978572970231                  0.174        1.1495868065659884            1.14959            114959
   278        22         4     0.9599310885968811                  0.174        1.0507030468455787             1.0507            105070
   279        23         4     1.0035643198967394                  0.174        0.9639322164988976            0.96393             96393
   280        24         4     1.0471975511965976                  0.174        0.8873912003205686            0.88739             88739
   281        25         4      1.090830782496456                  0.174        0.8195459774666669            0.81955             81955
   282        26         4     1.1344640137963142                  0.174        0.7591373960218393            0.75914             75914
   283        27         4     1.1780972450961724                  0.174        0.7051245751859858            0.70512             70512
   284        28         4     1.2217304763960306                  0.174        0.6566413480644321            0.65664             65664
   285        29         4      1.265363707695889                  0.174        0.6129624470284568            0.61296             61296
   286        30         4      1.308996938995747                  0.174           0.5734770358902            0.57348             57348
   287        31         4     1.3526301702956054                  0.174        0.5376678314238397            0.53767             53767
   288        32         4     1.3962634015954636                  0.174        0.5050945129061098            0.50509             50509
   289        33         4      1.439896632895322                  0.174       0.47538044750643815            0.47538             47538
   290        34         4     1.4835298641951802                  0.174       0.44820199909869884             0.4482             44820
   291        35         4     1.5271630954950384                  0.174       0.42327986423889735            0.42328             42328
   292        36         4     1.5707963267948966                  0.174         0.400372009612837            0.40037             40037
   293        37         4     1.6144295580947547                  0.174        0.3792678827990799            0.37927             37927
   294        38         4      1.658062789394613                  0.174        0.3597836416292705            0.35978             35978
   295        39         4     1.7016960206944711                  0.174        0.3417582031247149            0.34176             34176
   296        40         4     1.7453292519943295                  0.174        0.3250499555277389            0.32505             32505
   297        41         4     1.7889624832941875                  0.174        0.3095340096551949            0.30953             30953
   298        42         4     1.8325957145940461                  0.174        0.2950998911128289             0.2951             29510
   299        43         4      1.876228945893904                  0.174        0.2816495946162269            0.28165             28165
   300        44         4     1.9198621771937623                  0.174        0.2690959370975917             0.2691             26910
   301        45         4     1.9634954084936207                  0.174       0.25736115843224106            0.25736             25736
   302        46         4      2.007128639793479                  0.174       0.24637572824246695            0.24638             24638
   303        47         4     2.0507618710933375                  0.174       0.23607732489553138            0.23608             23608
   304        48         4     2.0943951023931953                  0.174       0.22640995893822533            0.22641             22641
   305        49         4     2.1380283336930535                  0.174       0.21732321813283303            0.21732             21732
   306        50         4      2.181661564992912                  0.174        0.2087716152328734            0.20877             20877
   307        51         4     2.2252947962927703                  0.174        0.2007140228585478            0.20071             20071
   308        52         4     2.2689280275926285                  0.174        0.1931131824547109            0.19311             19311
   309        53         4     2.3125612588924866                  0.174       0.18593527645827368            0.18594             18594
   310        54         4      2.356194490192345                  0.174       0.17914955456146786            0.17915             17915
   311        55         4      2.399827721492203                  0.174        0.1727280064067422            0.17273             17273
   312        56         4      2.443460952792061                  0.174        0.1666450742472166            0.16665             16665
   313        57         4     2.4870941840919194                  0.174        0.1608774001005733            0.16088             16088
   314        58         4      2.530727415391778                  0.174       0.15540360275158863             0.1554             15540
   315        59         4      2.574360646691636                  0.174       0.15020408064937887             0.1502             15020
   316        60         4      2.617993877991494                  0.174       0.14526083732415554            0.14526             14526
   317        61         4     2.6616271092913526                  0.174        0.1405573264345467            0.14056             14056
   318        62         4      2.705260340591211                  0.174       0.13607831396629513            0.13608             13608
   319        63         4      2.748893571891069                  0.174       0.13180975544942325            0.13181             13181
   320         0         5                    0.0    0.21749999999999997        21.138855859426613           21.13886           2113886
   321         1         5    0.04363323129985824    0.21749999999999997        20.321027993805462           20.32103           2032103
   322         2         5    0.08726646259971647    0.21749999999999997        18.207744190536342           18.20774           1820774
   323         3         5     0.1308996938995747    0.21749999999999997        15.518075642641374           15.51808           1551808
   324         4         5    0.17453292519943295    0.21749999999999997         12.85876071320276           12.85876           1285876
   325         5         5     0.2181661564992912    0.21749999999999997        10.537105581316268           10.53711           1053711
   326         6         5     0.2617993877991494    0.21749999999999997         8.632211465789819            8.63221            863221
   327         7         5    0.30543261909900765    0.21749999999999997          7.11261153404326            7.11261            711261
   328         8         5     0.3490658503988659    0.21749999999999997         5.911800037433368             5.9118            591180
   329         9         5    0.39269908169872414    0.21749999999999997          4.96231570886744            4.96232            496232
